id,Text1,Text2,Class
8449,A shirtless man in blue holding up a large blue rod and looking at the camera.,the man is fishing,Neutral
259905,A man takes a picture of another man at the beach.,Two men are outdoors.,Duplicate
409221,A couple share wine and dinner.,A husband and wife share wine and dinner.,Neutral
337754,people are selling and buying vegetables in a market.,the people are at the market,Duplicate
302141,Three friends making faces for the camera.,The friends are feeling playful.,Duplicate
369157,"While one white dog is outside the pool , another white dog with a black spot on its back is jumping into a plastic swimming pool while getting sprayed by a garden hose.",A dog is jumping in the pool while his sister dog watches.,Neutral
411174,"Grocery store employee , dressed in a red apron & a baseball cap , sits on a ledge in front of the store.",An employee is sitting.,Duplicate
516773,Four kayakers and canoers near a rock wall.,Some people are pulling boats up a mountain.,Conflict
172233,Two children are playing with baby dolls while adults watch them.,Kids being watched by adults.,Duplicate
458121,A guy showing his bike to a kid.,A person is showing his possession to another.,Duplicate
419951,A long-haired man in a white t-shirt and jeans plays a keyboard standing.,A man is playing Dance Dance Revolution..,Conflict
204150,"A crowd is watching a performance in a dark venue , and one man is taking a photo.",The performance is being photographed.,Duplicate
75575,Two older people have a discussion on a street.,Two kids are sitting on the street.,Conflict
322450,One guy in water sports gear is surfing on the water.,The man is on land,Conflict
84001,This young boy is walking near a street.,The boy is walking home from school,Neutral
18402,Two blond boys play with Legos from a clear plastic bin with a sofa in the background.,They are building a castle.,Neutral
369191,Two children are shown upside down.,The boys are getting ready for bed.,Conflict
173967,A smiling child wearing a hat and sunglasses sits in a car.,The child is trapped in the car in a texas summer heat wave please help him.,Conflict
182171,Three boys are playing with Lego blocks.,The boys are sitting on a rug on the floor.,Neutral
290745,three dogs walk near the fountain.,People are playing frisbee.,Conflict
31405,"Two men , both wearing bright yellow vests and jeans , are working on a roof.","Construction workers using nail guns , nail down shingles.",Neutral
496368,A group of people near a lake and on a bridge.,The people are all in an underground bunker after a nuclear attack.,Conflict
475883,A man in a beige shirt and white hat stands looking at the bottom of a brown staircase which is decorated with colorful images of animals and designs.,A woman is sitting down in a field.,Conflict
281960,A little girl in a harness is in midair on a sunny day.,A white girl in a harness,Neutral
15972,A person wearing a wetsuit rides a jet ski into a wave.,the man is in the circus,Conflict
403325,A boy wearing a teal shirt is riding a skateboard on a sidewalk.,A young boy enjoys an outdoor activity.,Neutral
29788,three people sit in a cave.,Three men are sitting in a cave and chatting,Neutral
201460,"A female tennis player , wearing a red top and green skirt , serves a tennis ball on a grass court.",A woman is playing tennis outside.,Duplicate
465660,A bald man is sitting on a bench in front of a red truck.,A bald man is seated and resting.,Duplicate
104383,A white dog carries something in its mouth through the snow.,An albino retriever dog is returning a dead duck to his master.,Neutral
4561,Two young women walking.,The ladies are sitting in the kitchen.,Conflict
249606,"Blond caucasian male in black t-shirt and denim jeans wearing converse sneakers , sitting on a blue foldable chair , an orange box on his lap.",The man is laying in his bed.,Conflict
508588,A car is sinking underwater in a lake or river.,A car went off the road and is sinking underwater.,Neutral
266874,A man in a flannel shirt is getting money from an ATM.,A human is obtaining currency from a machine.,Duplicate
480023,"In a room with clothes strewn on the bed , a man appears to be falling onto the bed from a high distance.","In a messy room with clothes strewn on the bed , a man falls backward onto his bed in exhaustion.",Duplicate
362216,A hot air balloon touching down with a man 's shadow in the background.,A hot air balloon is landing on the ground with people in it.,Neutral
116470,A teenage male wearing red shorts and a gray tank top is standing on concrete and pointing to a brown basketball which has the words True Grip written on it.,A teenage male wearing red shorts and a gray tank top is not standing,Conflict
4884,A woman with red-hair talks on her cellphone while sitting down.,A woman is talking to her child on the phone about school.,Neutral
322694,There are lots of beautiful pink and white flowers and two Asian girls playing in them.,Two boys are tearing the flowers out of the ground.,Conflict
356281,"A boy walks along , holding onto a rope.",A child is trying to keep his balance.,Neutral
87221,A man demonstrating self defense with a young boy.,the man is at home sleeping,Conflict
98318,A young man in a park setting has just made a slam dunk on a basketball hoop.,A black youth skies to dunk on the neighborhood court.,Neutral
414338,Black woman sweeping in front of massive wooden doors.,The woman is sitting on a bench.,Conflict
368458,A young child gets ready to throw a snowball at the cameraman.,A young child prepares to throw a snowball.,Duplicate
138238,A young boy in a white shirt and jeans vaults over other children who appear to be counting on their fingers.,A young boy in a blue shirt and jeans vaults over other children who appear to be counting on their fingers.,Conflict
295646,A teen is doing skateboard tricks in the night over a set of stairs.,A pro-skateboarder is doing tricks over a set of stairs.,Neutral
395719,Man in white suit throws first pitch at baseball game.,The baseball game is at night.,Neutral
98542,"Runners , some in costume , in a St Paddy 's day Marathon run in the streets as people watch.",a bike race wraps up,Conflict
429426,Three dogs pull a sled during a race in the snow.,Dogs are sled racing outside.,Duplicate
209641,The construction workers lay bricks.,people outside working,Duplicate
25592,"3 men in the midst of a bunch of stuff , 2 on separate sides of the aisle of stuff designing some type of art , one in blue pants , the other in white.",Men are preparing a add campaign for ketchup.,Neutral
324483,A group of three women and three men sit and stand near a white fence looking at something in the distance.,The group of people all watch as a storm moves in.,Neutral
284685,Two girls are sitting on the ground and one is wearing an animal costume.,There are two girls.,Duplicate
421569,A dog chases a sheep in an enclosure.,A dog with a tutu dances around a circus arena with a monkey on its head.,Conflict
120107,A brown-skinned child with an orange shirt and sandals places his hand on his head and looks into the distance against a backdrop of green vegetation.,"Boy , lost in the woods , appearing confused as to where to go.",Neutral
509886,A dark-skinned man with a pink hat sitting on a bench in front of a teal green wall.,A man in a pink hat seats himself upon a bench,Duplicate
256841,A man in a black jacket clutching it to his chest.,A woman in short sleeves.,Conflict
202736,A woman in sunglasses is eating in a restaurant.,A lady is eating outdoors.,Neutral
245783,Two pedestrians walk past a construction site surrounded by orange mesh.,Pedestrians walk past a construction site surrounded by CAUTION tape.,Conflict
324225,Outdoor street view with a elementary school-age boy in khaki pants and black t-shirt standing on sidewalk next to a wall mural while an adult stoops over an individual sitting on the curb.,Some people are near each other outdoors.,Duplicate
499173,A shirtless man is sitting on the ground holding fruit.,The man is outside,Duplicate
495356,"On a sunny , dry day , wearing full football gear , a Texas A&M football player tries to reach an Iowa State football player , for the football during the game.",Football players reaching for a football.,Duplicate
262908,A baseball team celebrating victory after a winning game.,The team forgot to show up for the game.,Conflict
460338,A gymnast wearing a black leotard is flying through the air.,The gymnast is sleeping.,Conflict
360124,A person on a surfboard in the ocean.,The surfer is getting ready to ride a wave.,Neutral
206971,Two men are sitting down while a woman is standing and moving something in a bowl.,Some people are indoors.,Duplicate
361830,Two people in full attire fencing in a gymnasium with one onlooker from the bleachers in the background.,two people fence in a gym while a single person watches from the bleachers,Duplicate
460083,A woman in jeans and a red coat and carrying a multicolored handbag spreads put her arms while leaping up from a cobblestone street.,The lady jumped over a puddle of water.,Neutral
520679,man half way on surfboard surrounded by water with water splashing up.,A man is waxing his surfboard in his garage.,Conflict
315893,Woman in pink parka sits near vending machine.,Woman is going through her purse looking for coins to buy stuff from the vending machine.,Neutral
7289,A man in a blue shirt standing in front of a doorway.,A male is losing is mind about the game.,Conflict
321587,A toddler sitting in a portable highchair enjoys a snack on the grass as his mother and possibly his older brother look on.,A tree is growing.,Conflict
394611,A dog running down a ramp during a dog show.,There are animals running,Duplicate
119173,A dog with a bandanna jumps through hoop.,An animal jumping,Duplicate
84934,Heavy machinery in use at a factory.,Heavy machinery is being used in a factory to create electronics.,Neutral
198896,"Little brown headed girl in a red and white checkered shirt , white capris and white sandals plays outside chasing pigeons.",A little girl is chasing pigeons.,Duplicate
484118,A woman in a pink cowboy hat and pink jean jacket holding a black purse smokes a cigarette while other people in cowboy hats man a stand giving away something free.,They are a couple.,Neutral
350651,A brown dog in a field.,There is a dog in the field.,Duplicate
462552,A man running with a ball as his opponent tries to grab him.,the men are playing football,Neutral
275584,A man in an orange vest works near a blue-draped fence and black and orange wires.,A man is wearing a orange vest.,Duplicate
431186,Two female soldiers standing in a crowd.,Two soldiers are standing.,Duplicate
257411,A brown lab dog runs over an obstacle on a course.,A dog navigates an obstacle.,Duplicate
423841,A man and woman walk away from the camera as a redheaded man walks in the other direction.,Friends going home after meeting up,Neutral
1028,The software engineer conducts performance testing to optimize software performance and identify bottlenecks.,The performance analyst analyzes system metrics to enhance overall performance.,Duplicate
55605,A little boy sitting on some rocks.,A little boy is resting.,Neutral
478451,A girl in pink wears a funny nose mask.,A girl is wearing a nose mask,Duplicate
250149,A dog snuggles with a man in sunglasses.,The dog is running from the man,Conflict
17519,People are strolling around a market.,people are walking around a market,Duplicate
385321,A little kid in a black shirt and striped pants is playing with the controls on a stove.,A kid is playing in the pool.,Conflict
297675,5 Elder group of man playing snooker on a pool table.,A group of older people are playing pool.,Duplicate
289848,A green-shirted man with a butcher apron uses a knife to carve out the hanging carcass of a cow.,A butcher carves up a body of meat,Duplicate
153334,Two elderly women with small child sucking pacifier.,A small child with a pacifier and two old women.,Duplicate
269506,Two women are sitting at a table outside.,They are enjoying the fresh air.,Neutral
369030,"A man jogs down a city street , with a line attached to his back that vanishes out of the left side of the picture ; a smiling cyclist rides past.",The cyclist is angry at the man.,Conflict
174273,Chinese man looking into an automobile dealer at a car.,The Chinese man wants to buy a new Honda.,Neutral
137440,A group of people are running a race with a man dressed in a dragon costume.,The people are racing for Leukemia research.,Neutral
176370,Two young asian girls look off into the distance while standing in an urban area.,Two asian boys look into the distance.,Conflict
214415,A dark-skinned man is standing on a ladder painting in front of a building with many windows.,The man is standing on the sidewalk looking at the windowless store.,Conflict
228123,A white dog is watching a black dog jump on a lawn next to a pile of large rocks.,Two dogs are on a lawn.,Duplicate
169986,Two women are sharing an umbrella walking down the sidewalk.,they are outside,Duplicate
365734,Man walking down a dirt road with stores on the side.,The man burns his bare feet on the hot paved road.,Conflict
221520,A male is riding a skateboard on a road while another male sits and watches from the curb.,A man watches another man on a skateboard while eating a sandwich.,Neutral
438139,a white man works with some large machinery indoors A man works on a factory floor..,a white man works with some large machinery indoors A man oversees workers on a factory floor.,Neutral
163349,A woman in pink is posing with a small girl and a farm animal overlooking a grassy scenic hilltop.,Some grass is shown here.,Duplicate
165386,"Two young children , one wearing a blue shirt and something on their head climbing a tree standing in front of a body of water.",The children are climbing the same tree.,Conflict
440975,Five boys are buried in sand chest-deep.,Five boys are playing.,Neutral
260610,A woman in a hospital gown sitting next to a woman who is writing on a pad.,Two women sitting in a room.,Duplicate
9733,"A young blond boy riding a red , white , blue , and yellow bicycle with american flags on it.",A young girl destroys her pink bicycle.,Conflict
221021,Three men sitting on a bench during a work break.,The men are eating lunch.,Neutral
178379,A local college using its first projection to help demonstrate the effectiveness of marketing in classrooms.,A college class is using a projection to show a presentation.,Duplicate
215874,A shirtless man in gray pants works at a conveyor belt beside a blue tarp on a boat which is surrounded by gray water.,A worker taking a break on the ocean.,Conflict
363531,A man wearing blue jeans and a young boy wearing a brown shirt are playing in the backyard.,A man has light blue jeans.,Neutral
116627,Two people cycling in the outdoors.,Two people cycling on an indoor track.,Conflict
237640,A man wearing glasses is cooking.,A man is taking a hot shower.,Conflict
415073,A group of people sit on and in front of a graffiti covered wall.,A group of people writing graffiti.,Conflict
314894,A man in a red jacket eating something in a Subway wrapper.,The man is sitting outside,Neutral
267560,An Asian boy cheers as he plays bumper bowling.,A boy is bowling.,Duplicate
110314,A woman helps another woman to sign some papers.,Two women are working on something together.,Duplicate
328564,A toddler is sitting down.,A person sitting down is very young.,Duplicate
193255,A female chef is showing off her carved fruits.,A woman is cutting fruit.,Duplicate
260491,A man in blue wearing a helmet is drinking from a bottle.,the man is asleep on the bridge,Conflict
70511,A group of girls on a beach.,There are no females on the beach,Conflict
183049,Happy children rocking out and smiling.,There are 7 happy children.,Neutral
503573,A gathering of people at a small concert.,Nobody is listening to music.,Conflict
516732,A guy walking two donkeys at a park.,A guy is racing in a horse race.,Conflict
140743,A baby manages to pull himself to his feet with the help of a couch.,A baby is going to jump up on the couch.,Neutral
104548,"A boy in a red shirt with stripes standing near a blue , brick wall with handicap signs.",An upset boy in a red shirt is standing against the brick wall,Duplicate
359536,A man in a red-and-white jacket and black pants rides a bicycle down the street in a commercial district.,The man rides a black bicycle.,Neutral
116183,A man in a blue shirt walking passed a store.,A man is outside walking.,Duplicate
58587,Children are listening to a man doing a demonstration in their classroom.,A man is yelling at children,Conflict
167839,A woman has her arm around a small girl and they are smiling.,A mother and her daughter smile.,Neutral
249719,Two men are sitting on the ground and going through their backpacks.,Two men are swimming in the ocean.,Conflict
510079,A man in a black suit is sitting with a dark-haired woman wearing a blue jacket on a dock.,A child is jumping off the dock.,Conflict
338162,"Fisherman with his daily catch on display , his product is fresh.",Fisherman displays his haul.,Duplicate
297820,A guy in a Nike shirt that reads `` MAKE SOME NOISE '' tilts his head sideways as he eats.,A guy eats while reading,Duplicate
266334,Mountain climbers are setting up their tents.,People climbing a mountain set up camp.,Duplicate
100006,A truck with an advertising billboard stuck in the middle of the road.,An advertising vehicle is not moving in the road.,Duplicate
464284,A man in a white t-shirt is standing outside on a busy street.,The woman is wearing a white shirt.,Conflict
1266,The software tester executes test cases to ensure software quality.,The software engineer fixes the identified bugs to improve software stability.,Neutral
63672,A group of men and women walk in unison to one side of a stage.,The men and women are in a play.,Neutral
143025,"A person tends to some food on a grill including ribs , kabobs , and shrimp.",A person is having a party.,Neutral
361153,An elderly man sitting on a bench reading.,An old man is outside reading.,Duplicate
516107,A cyclist is performing tricks on a bicycle while others watch.,Someone is about to crash a bike.,Neutral
123342,A radio host having his picture taken.,a host gets his portrait drawn,Conflict
389468,Construction workers work on railroad tracks at night.,There are construction workers that love their job.,Neutral
352129,A boy hold a flag among a group of people.,A boy displays a flag in a crowd.,Duplicate
182768,Two athletic men and two athletic women run through a park.,Men walk through a corridor.,Conflict
431663,Four men are preparing to launch a boat with colorful flags.,A frat party is getting crazy with young college men.,Conflict
132258,a black and white dog jumping in the grass after a Frisbee.,This dog is never without her favorite tennis ball.,Conflict
246819,Window washers outside a Chinese restaurant.,Women are washing windows.,Neutral
199970,A man is sitting on a bench with a cup of coffee looking at the hanging rugs.,A man is selling furniture from an outdoor bench.,Conflict
293097,A group of kids play around in water.,Kids are in school,Conflict
147394,A large fountain statue graces the center of a town square.,A large fountain statue graces the town square.,Duplicate
192505,A man in a brown coat is wearing a helmet and riding a bicycle while carrying two plastic bags.,A man is carrying two plastic bags of garbage to take out on his bike.,Neutral
289464,A child wearing a coat looks back at someone.,A child stands waiting for his friend to catch up with him.,Neutral
444589,A man sleeping on someone on what appears to be a bus.,A man at a coffee shop.,Conflict
7647,People are walking down a street in a city.,The people are going to a city-wide festival.,Neutral
207044,A woman is inspecting some sort of device.,A woman is looking at something.,Duplicate
128430,A baseball player sliding head first while trying to steal second base.,A player is trying to steal second base.,Duplicate
118813,"Three kids , one holding a closed umbrella , run around on a sidewalk next to a river.","Three kids , one holding an opened umbrella , is standing on a sidewalk next to a river.",Conflict
21640,A man in a yellow shirt is grilling food.,An older man is eating at a picnic table.,Conflict
333707,A woman wearing an apron is baking a cake.,The woman is making fried rice.,Conflict
12148,"Two young women look into two microscopes , one of them with a disbelieving look on her face.",Two researchers have found something in their microscopes.,Duplicate
400370,Ladies stand for a picture at an event.,The women are posing for a photo at a graduation ceremony.,Neutral
96032,A group of children dance and play instruments under colored lights.,A group of children are taking a nap,Conflict
132456,A woman wearing a red shirt and khaki pants carries flowers.,The woman is wearing pants.,Duplicate
462532,Girls walking in the street on a sunny day.,Girls running in the rain.,Conflict
312673,a person in pink pants playing a guitar A person is trying to attract people.,A group of men outside playing basketball The men are playing in a basketball tournament.,Neutral
464235,A smiling woman in an orange skirt holds an open briefcase that displays a claw hammer.,The woman is looking sexy in the skirt.,Neutral
35849,A guy and girl having their photo taken.,The old lady steals a car.,Conflict
463311,"A group of people standing around in a public area like a city , one man wearing a red jacket , sunglasses , and a hat in the foreground crossing his arms and looking the other way , another man wearing a black hat and black jacket is looking forward , with a sheriff ambulance in the background.",The man is waiting on someone,Neutral
498155,The red lines are slanted.,The red lines are parallel.,Neutral
109283,Two people enjoying a sunny day on the pier.,The sky is obscured by heavy clouds.,Conflict
363993,A man gets photography equipment out of the back of his vehicle.,A man moonwalks down the street.,Conflict
152424,Two guys getting a drink at a store counter.,Some dogs are drinking out of a lake.,Conflict
396323,Two girls are laying in the grass listening to music.,Two young girls who are friends are hanging out listening to music outside.,Neutral
318341,People in a computer room using computers.,The people are professional programmers.,Neutral
131121,A man is sitting in a classic automobile while smiling and holding a plastic cup.,The man is sitting at a table holding a newspaper.,Conflict
162574,A man in a gray hoodie stares at a heavier man with spectacles and an earring.,The man is wearing a red hoodie.,Conflict
457563,"A lady wearing a red vest is holding a shovel as she and a man , holding a blue shovel , pose for the camera.",A husband and wife pose with shovels for a camera,Neutral
44812,Two girls are embroidering fabric with multicolored thread.,Nobody is working with a needle.,Conflict
331842,A man in a blue smock and some type of headband is surrounded by various ingredients as he prepares food.,The chef prepares his specialty while his team watches.,Neutral
313939,A poverty stricken housing area with a lady in black with white headdress in the distance.,The lady sits at her dining room table.,Conflict
101866,Several people waiting for their turn to order food.,People standing in line.,Duplicate
206526,"A man pushes a miniature train engine which a little boy , possibly his son , is riding down a track at a park of some sort.",a man and a boy in a park,Duplicate
115869,Two ladies dancing on stage.,A couple of girls are performing.,Duplicate
333244,An elderly woman looks at a bag of fruit while others look on.,An elderly woman buys some fruit while her friends look on.,Neutral
470772,"Three policemen , one on his cop bike , wearing black uniforms with black boots.",They are in the same unit.,Neutral
288853,Two dogs chase down a mowed grass field.,Two animals sit quietly on a rug.,Conflict
503123,Man in black gloves pretends to punch a man dressed in red holding a drink.,"Two male actors , one with black gloves and the other dressed in red holding a drink peforming a fight scene on stage.",Neutral
442324,Three boys are looking through a rock fence.,A trio of children stare at nature.,Duplicate
329489,Two young boys run across a green yard.,Two boys are racing across a yard.,Neutral
51270,Two children are standing on a green metal fence.,Kids are standing on a fence.,Duplicate
307803,Children chasing the ball in a soccer game.,children 's playing foot ball,Duplicate
21069,A young blond boy looking at a white robot on a green table.,A young blond person looking at a white robot on a green table.,Duplicate
439167,A man on stilts entertaining a young girl.,a man rollerblades down the street.,Conflict
124563,Man in striped shirt casting a fishing line at a crowded pier.,The man is catching a big fish.,Neutral
153478,Some people are standing outside a house.,the boy liked cowboys,Neutral
93271,A man talking on a cellphone is holding a blue banner.,The man is holding a banner that says `` free the pigs ''.,Neutral
198006,Soccer player kneeling down to tie her shoe.,The female is young.,Neutral
445215,"Two white water kayakers , in two all white wetsuits , trying to get through rough waters.",the person is sitting down on the beach,Conflict
16396,A girl with brown hair sitting on a lawn chair.,A person is sitting.,Duplicate
160197,A man using a bike and green cart to haul a load.,That man is hauling a load with a bike and cart.,Duplicate
481356,a black dog runs through the water.,a fish chases a dog on the sand,Conflict
88666,A young lady with an umbrella is walking by while two women are adoring the adorable puppy one gentleman was walking.,A group of people wait in line at an amusement park.,Conflict
229202,A young girl in a blue helmet riding a purple bicycle.,A little girl is sitting in the wagon,Conflict
2949,The surfer catches a big wave but stays on his board.,The person is skating.,Conflict
397737,A woman in camouflage and her hair up in a ponytail walks on the field with a black softball glove on one hand.,The woman is playing a softball game.,Neutral
453308,A man in a trench coast waiting to cross a cross a street in downtown.,A man waiting to cross Times Square.,Neutral
353991,Dog running after another dog in a grassy field.,The dogs are both sleeping next to the couch.,Conflict
339309,Some construction workers stop traffic while they do roadwork.,Construction workers are working in the rain.,Neutral
166463,A group of girls playing football on the beach.,A group of girl with a football sitting on the beach.,Conflict
38844,A woman walks up a path that cuts through cultivated plots while balancing straw on her head.,The woman is running quickly.,Conflict
467471,Person crossing a bridge in dim light.,Someone is moving across a bridge.,Duplicate
209501,A man sitting on the back of a truck underneath an umbrella.,A man drinks a beer,Conflict
514273,Two woman working in a gift shop.,Two ladies are sitting in the bar.,Conflict
363276,A dog swims in water with a blue and green tennis ball in its mouth.,A dog is eating a basketball he found in the water.,Conflict
487643,A group of performers sing and work to entertain the audience.,A group is dancing to entertain people.,Conflict
440473,"A man wearing a black hat , white shirt , red vest , black tie , and face makeup is swallowing a sword , while a man wearing a cowboy hat behind him is watching.",The performer is looking up with his hands outstretched.,Neutral
132177,Lady in black laying on bed in awkward position.,A naked woman is sprawled on her bed.,Conflict
352338,A woman in a black top and blue shorts runs down the beach.,a lady wearing shorts runs on the beach,Duplicate
256680,A chef cooks something in a skillet.,The chef is cooking in a crock pot.,Conflict
281898,Mustached man in blue flannel shirt and brown Baltimore Ravins hat smiles.,The man is wearing NFL merchandise.,Duplicate
165118,A competitive motorcycle racer prepares to make a left turn along a paved road.,The man is preparing for a race.,Neutral
294967,Three women sharing a laugh while sitting on stairs.,Some people crying after hearing bad news.,Conflict
100280,A group of women converse together while overlooking the views of the foliage.,The women came to see the trees in fall colors.,Neutral
22176,A dog attempting to chew on a red ball.,The dog is chewing a ball.,Duplicate
159522,Commuters standing on a platform are entering a train.,All of the commuters are exiting the train.,Conflict
371053,A blond woman and a man in jeans sitting on a bench outside.,A blond woman and a man in khaki shorts are eating dinner.,Conflict
269856,A city worker places a street cone device which is verified by his colleague.,worker places the cone device.,Duplicate
474487,"Man and woman riding bikes on paved , fenced path near ocean.",A man and woman are near the ocean.,Duplicate
85546,A man sorts though his fish net on a makeshift frame.,A man is fishing with his fishing pole.,Conflict
54805,A man with no shirt on is standing next to a dumpster outside.,He stund next the dumpster.,Neutral
407664,Looney Lenny the clown making balloon animals.,The clown has balloons,Duplicate
144413,The bat looks worn.,The bat is n't new.,Duplicate
257724,The gal wearing the black sunglasses and blue jean jacket is smiling.,This girl just saw an attractive man.,Neutral
469288,A man of african descent wearing a red shirt is sewing a garment outside a building with a blue door.,There is a shirtless man standing idly in a lobby.,Conflict
207892,A man is cooking in a wok at a street stall.,The man works in a restaurant.,Conflict
420544,A class full of students.,A class of students waits to hear a science lecture.,Neutral
77723,A young oriental woman sitting amongst her belongings.,A woman is sitting down on a bench.,Neutral
116134,A woman named Cindy shows of her likeness in the two drawings.,The woman 's name is Cindy.,Duplicate
509945,A woman testing a comfortable pillow.,The pillow has a blue pillow case.,Neutral
427662,There is a oriental man in a blue jacket walking past SpongeBob posters.,A man wearing a jacket walking past some posters.,Duplicate
86246,A boy walks across a rope structure on a playground.,boy practices his tightrope walking skills,Neutral
223545,"Four runners , in colorful gear , sprinting down the street.","Four runners , in colorful gear , sprinting down the steep street.",Neutral
188985,A crowd is sitting on a porch outside.,they play tennis now,Conflict
126210,A woman wearing a red jacket speaking at a podium.,The woman in blue sat behind the podium.,Conflict
480788,"Man with glasses and a red and black striped shirt , writing something down.",A man swimming.,Conflict
512769,A bridge and groom are performing an informal dance at a reception.,There are people at the reception.,Duplicate
241387,construction worker working on lumber wearing gloves.,employess are working with safety guidelines,Duplicate
320918,Three police officers conversing rollerblades.,Roller blade cops are talking.,Duplicate
135816,A person is taking a walk on a rocky trail.,A person is asleep on the trail,Conflict
350291,"Three men , dressed in rain gear are standing on the dock of a boat preparing to clean fish.",Three men are in a boat in the middle of a lake fishing.,Conflict
253852,Woman in short-sleeve purple shirt pushing button on street.,The woman is driving down a road,Conflict
6316,A young child in a red shirt is holding a wooden paddle behind a net.,The young child is wearing a red shirt and playing a game.,Duplicate
444758,Three men are walking down a road with trees along the edges.,One of them is a police officer.,Neutral
249251,A man sitting on a ball hides his face from a small kid.,The man is kicking the ball.,Conflict
375302,A man and woman stand on a rocky shore gazing at the waves.,The people are surfing at the lake.,Conflict
98579,Two women nurses looking at a circular purple object together in a hospital.,Two dentists look at a squirrel.,Conflict
157135,Two people with a bit of equipment sitting on some rocks with snow in the background.,Two people with a lot of equipment jumping on some rocks with the sun in the background.,Conflict
26495,A little girl holding a camera.,a young girl takes pictures,Neutral
140436,2 people one wearing a blue shirt the other orange taking a bike ride in the country with a beautiful orange sunset behind them.,the people enjoy the views,Neutral
207325,A shoe-less man in a white shirt is bending towards a sculpted image.,The man was looking at the sculpture..,Neutral
233664,A bald man driving a blue lifting machine through a crowd.,He is trying to finish his job.,Neutral
217230,a baseball player swings his bat to hit a baseball.,A team member swings his bat at a baseball that is being thrown to him.,Neutral
288768,"While the man waits for a train , he is reading a book.",a human entertaining himself,Duplicate
407582,There are buildings in the background.,The city can be seen from far away.,Neutral
86651,A man lifting a woman into the air with a hang glider behind them and mountains in the background.,They like the outdoors,Neutral
190791,Some women ride in their boats by an area of grass and homes.,Some people are riding boats.,Duplicate
169842,A man is playing a guitar on stage.,The man is playing music.,Duplicate
338823,A woman wearing jeans and a blue shirt is standing next to a street post and is holding a white bag.,The woman is going into the city.,Neutral
338527,A group of greyhound dogs runs around a dirt track.,Dog fighting in a seedy warehouse.,Conflict
471287,Two young boys play in cardboard boxes.,The boys are sleeping.,Conflict
6317,A young child in a red shirt is holding a wooden paddle behind a net.,The young child is about to be confirmed at this church.,Conflict
182387,Young girl ready to perform at a gymnastic meet.,The girl is ready to perform.,Duplicate
418776,Two men are standing outside of a yellow snow plow machine.,Two men are outside.,Duplicate
37793,On rainy streets a motorcycle with two helmeted people stops for a white car.,A big cycle stops,Neutral
335324,A shirtless man is walking through a tunnel of people.,There is a woman wearing a blouse.,Conflict
526489,Fisheye view of a man in Rollerblades grinding at the top of a ramp.,A BMX rider on a jump.,Conflict
74012,Rugby player kicks the ball with all he has.,Rugby player is cooking.,Conflict
414609,Two women are kayaking on a large body of river.,Two women are kayaking on the river.,Duplicate
359953,People waiting at a subway station.,people are in a volcano,Conflict
248159,A young man spins a stuffed animal around on a drill.,A boy is killing an animal.,Conflict
213269,They are filming a weather warning.,They are filming a movie.,Conflict
241339,Two women crossing road in Paris.,A pair of lesbians cross the road happily holding hands.,Neutral
10693,a guy and a girl running.,The couple are going for a run together.,Neutral
179304,Many people are sitting and playing on a rocky beach.,A cow gets milked.,Conflict
475917,A woman touching a man 's face on a wall after they took a break from riding motorcycles.,Nobody is taking a break.,Conflict
482878,A large group of seated people all looking in the same direction.,The movie theater is standing room only.,Conflict
266581,A dancing troupe of African American youngsters doing a choreographed move.,A group of African American students are performing a dance.,Neutral
533118,A young man is in midair while skateboarding at a skate park with people watching him in the background.,A man is performing skateboard tricks.,Duplicate
180390,A tan dog is walking along snow to water.,An animal is walking.,Duplicate
147646,Tall trees reach to the horizon as a cyclist navigates the way through the tangled roots.,A biker speeds down the asphalt.,Conflict
165873,Crowds walk along the street.,Crowds are walking along the street.,Duplicate
79782,A girl at a park cooking lunch.,A girl is making a hot dog for lunch.,Neutral
87754,Two people in bright orange coats are working on some piece of equipment that is dealing with a train.,a train repair crew gets busy,Neutral
324310,"What looks to be a Japanese couple stand close to each other , the boy in a white shirt , the girl in a yellow , against the railing of a walkway.",A Chinese man stands alone.,Conflict
845,The software engineer utilizes version control systems to manage code repositories and track code changes.,The software is being tracked for code modification.,Conflict
75780,A rock worker is inside of a rock tank.,A rock worker is in an airport.,Conflict
394250,Man in a red shirt and olive colored cargo shorts trying to rock climb.,The man is attempting to climb.,Duplicate
27966,A man attempts to skateboard over a chasm.,the mans skateboard has yellow wheels,Neutral
82861,A baby crying while on a ride.,The baby is on a ride.,Duplicate
482010,Two people in the surf as the wave covers them.,People are sun bathing on the sand.,Conflict
195853,A motorcycle driver in a pink and white suit is stretched in an awkward position.,A motorcyle driver is sitting on his bike normally.,Conflict
99702,"Three people , two men and one woman are riding in a boat.",A group of people are boating down the river.,Neutral
61386,Two young men are playing an interactive video game that simulates playing a guitar.,Nobody is playing,Conflict
347769,A crowd of people conversing inside a dark room.,Some people are talking.,Duplicate
187218,A boy is dressed as Freddy Krueger.,A boy is dressed as a nurse.,Conflict
453934,A bearded man in a blue shirt ls laughing while a suited mustached man holds up a glass.,A bearded man in a blue shirt ls laughing while a suited mustached man holds up a glass and makes a toast to his new bride.,Neutral
456530,A soccer player slays on the group and kicks a yellow ball as another player wearing a gray hat runs by.,There is a ball at play.,Duplicate
