id,Text1,Text2,Class
12893,"A family of nine people , including four children , pose in front of a brick fireplace with a white mantle.",Grandparents are included.,Neutral
12894,A girl with her hair tied playing the violin.,The girl is performing for her parents.,Neutral
12895,A brunette woman wearing tennis shoes sitting on steps.,A woman sits on the steps.,Duplicate
12896,A little Middle Eastern girl doing her homework.,The liitle girl is holding a pencil.,Neutral
12897,"Three men stand in a circle and talk , one wearing a black shirt , one wearing a red shirt , and one wearing a white shirt and red hat.",Three men stand talking.,Duplicate
12898,A man wearing black jeans balancing on his front tire on a bicycle.,A man balancing on the back tire on a bicycle.,Conflict
12899,A woman is at a store getting ready to pay for groceries.,The woman is paying for food.,Duplicate
12900,A shirtless man wearing light blue shorts and a baseball cap stands at the front of a boat.,The boat is in the Pacific Ocean.,Neutral
12901,A woman addressing a diverse group of people standing in the street.,A woman is talking to a diverse group of people standing in the street.,Duplicate
12902,Several patrons are standing out in the rain to get snacks from a street vendor.,Several people are waiting to get hot dogs from the street vendor.,Neutral
12903,Five ballet dancers caught mid jump in a dancing studio with sunlight coming through a window.,The dancers are in a room practicing with only sunlight,Neutral
12904,Many people and cars going past a coffee shop on the corner of the street.,The street outside the bar was quiet.,Conflict
12905,People sitting on a brown leather couch.,People are relaxing on the couch are on gets stung by a bee.,Neutral
12906,A man plays ball with a little boy.,a man and child,Duplicate
12907,The person with the red long-sleeved shirt is climbing a rock in the snow.,The person is climbing.,Duplicate
12908,A boy in blue shorts slides down a slide into a pool.,The boy knows how to swim.,Neutral
12909,"A man in church robes is talking to a man with a backpack , while a child watches.",A pastor talks to a member of his church and his son.,Neutral
12910,A child is playing in some plants lining a city street.,A child is doing homework.,Conflict
12911,People in transitional Indian dress attire are bathing in a river.,The people of India come to the river to bathe and wash clothes.,Neutral
12912,Two females in bikinis are playing table tennis at the beach while another female in a towel watches.,The females are outdoors.,Duplicate
12913,Young boy staring excitedly at a leaf.,The boy is excited by nature.,Duplicate
12914,Two women eating together and smiling.,Two men eating together and frowning.,Conflict
12915,A little boy in a black shirt is carrying a blue bag in back of him and a teal bucket in front of him.,The little boy is carrying things.,Duplicate
12916,A man with black and gray hear with glasses lies down next to a young boy while both are smiling at each other.,A man and his son is walking the track.,Conflict
12917,Two older men with backpacks sit at a bus station.,Two older men with backpacks sit at the airport.,Conflict
12918,"A man wearing an orange construction hat wipes his face , while another man in an orange construction hat hoists something up on a chain pulley , while standing in front of some fire.",Two men are on a construction site.,Duplicate
12919,A young blond boy climbing on a playground.,Nobody is climbing,Conflict
12920,Two ladies admiring a statue.,The women are kickboxing.,Conflict
12921,"A football game between a gold team and a white team , a team member from the gold team is signing a time-out.",A football player is making a gesture to call for a time out.,Duplicate
12922,"A young man in a blue sweater cleaning fish while three other men watch , one a man a cigarette , or match in his month.",The men are playing in the ocean.,Conflict
12923,Two children in their pajamas one has a mask and hairnet like a surgical nurse and is standing over the older child who is laying down on the wood floor.,Two brothers play xbox when they should be sleeping.,Conflict
12924,"Four men , one in a long blue robe , looking like they are doing laundry in a muddy pit in a 3rd world country.","A man in a red robe , along with two women , are washing their clothes in a lake.",Conflict
12925,Man carries empty Coke bottles on his head across dirt road.,A man crosses the road taking bottles to be recycled.,Neutral
12926,A man is in the snow holding ski poles.,The man is standing in warm weather.,Conflict
12927,Two people playing with a Frisbee.,Two people are playing with a ball.,Conflict
12928,A man rides his bike while he walks his dog along a bulk-wall.,man walks dog,Duplicate
12929,A woman laughing and having fun at a bowling alley.,A person having fun at a bowling alley.,Neutral
12930,The yellow greyhound runs along the track muzzled.,A muzzled dog runs on the track.,Duplicate
12931,"A man holds a microphone to his mouth , backlit by green lights.",A band is playing.,Conflict
12932,A young man is wearing a black jacket and has white earphones in his ears.,Someone is listening to rap music.,Neutral
12933,A man is standing outside a building while another man in a military uniform leans against a low wall.,Two men are drinking outside.,Conflict
12934,Four children.,four kids,Duplicate
12935,A girl drinks from a straw while sitting near the glass of a dolphin enclosure.,A girl is drinking while sitting next to dolphins.,Duplicate
12936,A man gets his haircut by another man next to a busy street.,The man gave a haircut to the volunteer next to the busy street.,Neutral
12937,Two girls play in a swimming pool with a football.,Two girls stand by a pool and toss a football.,Conflict
12938,"A band of two men playing guitars and a man playing the drums , are singing on a stage.",Men are on stage.,Duplicate
12939,"Two people , each on a horse , riding English style in a competition.",The people are riding donkeys.,Conflict
12940,A lady with short hair wearing a black jacket leaned against a lamp post outside a building.,A lady is outside a building.,Duplicate
12941,A young construction worker in a hard hat utilizes a air hammer to break up large boulders while two of his co workers stand by.,a group of men do contruction work,Neutral
12942,A sparsely populated crowd at the stadium for a sports event.,The people are watching their team lose.,Neutral
12943,"Two women , cosplaying as a pokemon and pokemon trainer , are posing for a picture in the street.",The wome are attempting to be cosplay models.,Neutral
12944,Two women wearing winter coats examine a wall with papers attached to it.,Two women are outdoors in winter.,Duplicate
12945,Two men competing at a jujitsu tournament in a gymnasium.,Two men are dancing.,Conflict
12946,A man dressed in blue is wearing a backpack and shades.,A man with a backpack and sunglasses.,Duplicate
12947,"A man in a purplish colored top , gray hair and glasses seems to be the center of this picture.",The picture is a blank piece of paper.,Conflict
12948,A young man and woman dance at a retirement home while three old ladies look on.,A young man and woman are dancing slowly.,Neutral
12949,A bearded Caucasian male is standing in a black suit with a purple tie.,the man is a model,Neutral
12950,An Asian woman in a white dress is leaning over.,A woman leans over to hand over Chinese food.,Neutral
12951,A man holding up a stop sign.,A man stopping people.,Neutral
12952,A little boy in a green shirt is holding a large snake.,A little boy holds 3 spiders.,Conflict
12953,"A smiling woman rides the subway while reading a magazine , with a ' Bud Light ' advertisement behind her.",A woman and her family rides the subway at night,Neutral
12954,Indian vendor stops to rest with cart in busy market.,A human is outdoors.,Duplicate
12955,A man wearing a brown suit is walking down the sidewalk.,A man is walking outside,Duplicate
12956,A young child practicing karate.,A child is getting ready for a belt test.,Neutral
12957,An Amish lady is preparing a Clydesdale horse to hook up to a carriage.,A woman owns a horse.,Neutral
12958,A little girl is laying on her tummy on the floor coloring on a large white sheet of paper.,The little girl lays on the floor coloring.,Duplicate
12959,A waiter dressed in business attire holds up a pan filled with meat laden with sauce and garnished with lemon.,A waiter is waiting to serve a table of guests.,Neutral
12960,A boy is squatting in front of an empty net while others stand around a bouncy castle behind him.,A girl is squatting in front of an empty net with a bouncy castle behind him.,Conflict
12961,A girl sits against a building near a fire hydrant.,There is a girl sitting,Duplicate
12962,A man stands in a strange position on a rock high above some trees.,A man is doing yoga on a tall rock.,Neutral
12963,A mountain biker is jumping an old tree stump in an old dead forest.,The biker is jumping over a ramp.,Conflict
12964,A man with a brown suit on is standing up while holding his hands together behind his back.,A man with a brown suit is doing a handstand.,Conflict
12965,An elderly person holds a white doge and kisses their cheek.,The person is glad that their dog came back home.,Neutral
12966,Two guys and one girl are sitting at a table in a bar drinking beer.,The people are outside.,Conflict
12967,A child with a snow shovel.,Someone is near a shovel.,Duplicate
12968,A man in traditional attire plays the bagpipes.,Nobody is playing bagpipes,Conflict
12969,Man in yellow-gold suit and hat leaning forward with musical instruments to his right.,A man has musical instruments next to him.,Duplicate
12970,A man smoking a cigar reading a paper in a city.,A guy is smoking in the city..,Duplicate
12971,A pro football player tackles another player on the goal line in a crowded stadium.,The player that was tackled did not score a touchdown.,Duplicate
12972,Two young women with a large piece of paper.,Some young women have nothing.,Conflict
12973,Man crouched down painting a picture.,The man is painting.,Duplicate
12974,"Four people wait by the side of the road , with a wall covered in Chinese or Japanese characters behind them.",Four people wait by the side of the road while on vacation.,Neutral
12975,A man with black hair is wearing a red and yellow shirt and has a yellow clown nose and face makeup on.,A man is dressed as a priest.,Conflict
12976,A small child is helping with gardening.,A small child is gardening.,Duplicate
12977,A man wearing a blue and white uniform clutching two yellow ski handles.,A man in uniform is holding ski handles.,Duplicate
12978,There is a large group of people standing in grass with most of them holding their hands in the air.,Many people have there hands in the air to celebrate,Neutral
12979,A woman with long blond-hair is standing over her bicycle while other bicycles are around her.,the womans hear is long,Duplicate
12980,The young people have plenty of snacks close at hand.,The young people surf in awesome waves.,Conflict
12981,A boy jumping off a yellow spring board.,A boy is jumping off a yellow spring board into a pool,Neutral
12982,A man in yellow and a man in green boating down a river on an overcast day.,The sun is shining.,Conflict
12983,Man on skis looking at artwork for sale in the snow.,There is a man on skis..,Duplicate
12984,Man driving a green taxi down a busy street.,A man is driving a car.,Duplicate
12985,One child sprays a water hose at another who is inside behind a glass window.,One child soaks another with a hose,Duplicate
12986,A hockey player tries to block the puck from the goal.,The hockey player will stop the puck.,Neutral
12987,A marching band practices on a green field.,The marching band prepares for a competition.,Neutral
12988,A man plays a band instrument outside of a free spirit store.,a man plays the drums outside of a store.,Neutral
12989,A child scales a climbing wall.,A girl is climbing a wall.,Neutral
12990,A hiker in a red cap walking along a mountain path.,Hiker on a path,Duplicate
12991,A man in a white short and shorts hits a tennis ball.,The man in white shorts hits a baseball.,Conflict
12992,Two women playing musical instruments in a concert setting with a couple of men.,Two woman perform an instrumental duet while a couple men are watching from the crowd.,Neutral
12993,"A balding , white man is standing outside with his hand in the air.",A man stands in a park.,Neutral
12994,A young boy is sitting on the grass.,A young boy is inside,Conflict
12995,Grocery staff member gathering carts in the parking lot.,The staff member stole all the carts from the store.,Conflict
12996,"Group of people outside , holding a banner with blue text on it.",The group is holding a Welcome Home banner while waiting for a soldier to return home from war.,Neutral
12997,A bike sits atop a rise with mountains in the background.,the bike is underwater,Conflict
12998,A man in a home kitchen is flipping a pancake extremely high.,A person is cooking food at home.,Duplicate
12999,A man and a child are walking across some water using stones.,The water is moving quickly,Neutral
13000,A man on a BMX bike performs a trick on a jump.,The man jumps the bike.,Duplicate
13001,A brown dog barks over its shoulder in the water.,The dog is looking at its owner for its stick.,Neutral
13002,A guy is being kissed by two girls in a beachfront setting with a lighthouse.,The man is being kissed by other men,Conflict
13003,A bird descending from the sky.,The dog descended..,Conflict
13004,A teen with a purse squats on a curb.,The girl watches TV in the hotel room.,Conflict
13005,A man stands outside with a hat and gold jewelry.,A person has a nice hat.,Neutral
13006,Four black men are sitting on a bench near a food cart run by a man with bystanders.,The man that runs the food cart just started his business.,Neutral
13007,"Two boys try to eat a banana and an apple on the couch , but they are distracted by astonishment.",Two boys are shocked by something on TV.,Neutral
13008,A man wearing a blue denim shirt is standing in front of a man who is squirting a condiment on something.,Two men about to eat lunch.,Neutral
13009,A man in the work clothes is pulling the cord with the truck in the background.,the man flies in the air.,Conflict
13010,A woman with long curly hair is standing at a podium and speaking.,A woman is introducing the speaker.,Neutral
13011,Woman selling bags of fruit on a sidewalk.,The woman is outdoors.,Duplicate
13012,A group of people are gathered in a public area.,Several people gathered in a public place.,Duplicate
13013,A man is waiting for the subway.,A man is waiting anxiously for the subway,Neutral
13014,A man with no shirt is leaning on a half-door.,A man with no shirt is leaning on the man in anticipation of talking to the woman.,Neutral
13015,Four black children sit in the sand with various empty food containers.,Four black kids sit in the sand.,Duplicate
13016,A woman is hurrying across a busy street.,A woman is hurrying across a street to meet a friend she sees ahead.,Neutral
13017,Man in blue hat and blue and black striped shirt doing skateboarding trick on rock.,The man is skateboarding outside.,Duplicate
13018,A man in a brown shirt is standing on a bridge and pointing while other people walk by.,A tall person with a shirt.,Neutral
13019,Two men read a bunch of colorful notes laid out on a table.,two men are looking at a bunch of paper,Duplicate
13020,Man sliding curling stone in a curling facility.,A man slides a curling stone.,Duplicate
13021,A baby in a purple and yellow bouncer is crying.,There is a large overweight man wearing a diaper with a bonnet eating a slice of pizza and looking very grumpy.,Conflict
13022,"Students are in a classroom , reading something off a paper.",The students are working on an assignment.,Neutral
13023,"A group of people , old and young , men and women , sit around a table doing arts and crafts.",Young children playing with marbles,Conflict
13024,A man is standing in a beam of sunlight.,A man wearing sunglasses is standing in a beam of light.,Neutral
13025,A girl in a magenta shirt uses her cellphone while sitting near to two other people.,There 's three people one of them is on the phone,Duplicate
13026,Busy city street scene displaying pedestrians and automobile traffic.,A boat in the middle of the ocean.,Conflict
13027,Several team members of the Great Britain team in a bicycle race with the crowd and other riders in the background.,A lonely person without a bike stands in a dark room.,Conflict
13028,Two ladies are posing for the camera as they are washing dishes.,Two ladies swimming at a lake.,Conflict
13029,A boy and three girls in blue school uniforms walk down a dirt-covered road.,The children are wearing their school uniforms.,Duplicate
13030,A woman is shoeing a horse.,The horse does not ahve any shoes,Conflict
13031,2 blond girls are sitting on a ledge in a crowded plaza.,the girls are running a race,Conflict
13032,This is beautiful evening with the river and the setting sun.,The sun is setting in the west.,Duplicate
13033,Two hikers walk up an old stone path and steps.,The stone path is wet.,Neutral
13034,A group of twenty or so people posing for a picture.,A group of twenty dogs are posing for the calendar 's picture.,Conflict
13035,A man in and England jersey standing in a grass field.,The man loves playing soccer.,Neutral
13036,A group of people are sitting at a table eating.,Some people are eating at a table.,Duplicate
13037,Two competing soccer teams are competing.,The teams are playing basketball.,Conflict
13038,"two boys , one in yellow shorts and one in red shorts , are playing with body boards in the ocean.",The boys are waiting for a wave to ride.,Neutral
13039,I am sure his eyeglasses helped him make sure his grilled pieces of meat were cooked thoroughly while he enjoyed being surrounded by the wilderness.,The glasses helped the man grill in the wild.,Duplicate
13040,A girl is dressed up and wearing a large broach with pearls.,A girl is wearing a large broach of pearls.,Duplicate
13041,A jogger passes under an outstretched tree branch.,The Jogger is running passed a tree branch,Duplicate
13042,A lady is riding down the road on a motorcycle with a person with a white helmet.,A lady is on a motorcycle.,Duplicate
13043,"In the field , an elderly man is touching a model airplane.",A young boy is playing with a toy helicopter in the yard,Conflict
13044,Two furry light brown dogs lying on a hardwood floor.,The dogs are taking a nap.,Neutral
13045,The child playing on the deck has a red bucket on their head.,A child playing alone on a deck because he has no friends.,Neutral
13046,One woman with a black top and luggage is placing her hand on her neck while traveling up an escalator.,A woman is traveling.,Duplicate
13047,Three hockey players struggle with the puck in front of the goal.,Three people play hockey.,Duplicate
13048,The man has a dog on a leash and appears to be teaching it to stand on its hind legs.,Appears to be teaching it to stand he man has a dog,Conflict
13049,Kids are dressed in costume and playing a game.,Children in costumes are playing a game.,Duplicate
13050,A man in an orange jacket raising his hands to the sky in the sand.,A man performs a yoga stretch in the forest.,Conflict
13051,A blond man in a brown leather jacket is listening to music.,He is sitting in silence.,Conflict
13052,Man in hiking gear tying his shoe.,A hiker ties his shoe.,Duplicate
13053,A little boy stands with his hands on top of his head.,The little boy is practicing his hand stands to be a gymnast..,Conflict
13054,A black and a black dog are running.,The dogs are sitting.,Conflict
13055,a young man with blond-hair and purple shirt carrying a black bag across his chest in front of a red and yellow painted bus.,A young man is attmepting to get on the school bus.,Duplicate
13056,A group of motorcyclists on a sunny day.,Motorcyclists gathering around their bikes.,Neutral
13057,A yellow car is creating smoke by spinning its tires.,A vehicle is making noise.,Duplicate
13058,A woman is straddling a wall.,A lady laying on the bed.,Conflict
13059,A young woman jumping her horse in competition near the ocean.,The woman is walking.,Conflict
13060,"A female gymnast , upside down with her body at full extension.",A female gymnast is competing.,Neutral
13061,One guy with a brown short-sleeve shirt playing a violin and another guy in a red long-sleeve shirt playing the banjo inside with the curtains down.,Two men play musical instruments inside their home.,Neutral
13062,"A balding dark-haired man in a brown trench coat is chipping away at a stone block , surrounded by carved statues.",A man in a trench coat is chipping at a stone block while he is surrounded by statues.,Duplicate
13063,"A group of co-ed youth hand wash a red truck , one washes the back glass while another washes the side with a rag.",Some youths are washing a truck.,Duplicate
13064,"Two apposing teams playing soccer , one team member dressed in blue , the other dressed in dark blue and white.",Two teams play each other in a soccer game.,Duplicate
13065,A man is taking a shower.,There is a person taking a shower.,Neutral
13066,"A young blond boy sits at the end of a dock , holding a fishing pole over the water.",The boy grew gills from drinking a strange green liquid from a beaker.,Conflict
13067,Man with bowl cut and gray shirt photographed from behind on a subway.,A man rides public transportation.,Duplicate
13068,A boy wearing red and blue swim trunks jumping headfirst into a swimming pool.,The boy is ice skating.,Conflict
13069,a girl painting pottery.,A girl is washing a car.,Conflict
13070,two managers having a lunch break in their company 's cafeteria after a long day meeting.,The managers are swimming in a pool.,Conflict
13071,Man holding blond-haired toddler up in the air.,The toddler is high off the ground.,Duplicate
13072,A cyclists is writing his bike in orange and blue clothes.,A bicyclist is dressed in orange and blue.,Duplicate
13073,A yellow snow plow is plowing the street of snow.,The street has snow on it.,Duplicate
13074,Black dog jumping into the air to catch a toy in the snow.,The dog is jumping to catch a frisbee.,Neutral
13075,A man in an orange jumpsuit and matching hard hat is helping with a blue hose.,Two men are sealing a fire hydrant..,Conflict
13076,A woman walks past a shop called `` Sublime.,'' A woman walking in a mall.,Neutral
13077,A little girl with a white sweatshirt fell asleep on the floor.,The little girl is wide awake.,Conflict
13078,A football player is running with a football.,The football player is outdoors.,Duplicate
13079,A little boy is playing on a jungle-gym with a blue roof and a yellow tunnel.,A child is playing.,Duplicate
13080,Dark man uses a screwdriver to break into a window in an alley.,The man is taking out the trash.,Conflict
13081,A woman with a peace symbol on her shirt grills vegetables.,A shirtless man is cooking a steak..,Conflict
13082,Two sisters hugging while visiting a Farm and looking into the camera.,Two sisters embracing each other.,Duplicate
13083,Two men are painting a white roof.,Two men are painting a roof.,Duplicate
13084,a Kid in a spiderman outfit holds toothbrush and ball in the bathroom.,A kid in a spiderman outfit holding his toothbrush close to his teeth..,Neutral
13085,"An older gentleman dressed in a flannel , and vest carefully works on his art project with a pencil.",A lady is spray painting a wall.,Conflict
13086,The software tester executes test cases to ensure software quality.,The software engineer fixes the identified bugs to improve software stability.,Neutral
13087,A very unusually dressed man sitting beside an ice cream cooler.,A man dressed as an ice cream cone sells ice cream.,Neutral
13088,A young man walks casually down the street in front of some trees.,the man is eating shrimp at home,Conflict
13089,"While water droplets fly , a man throws a little boy up in the air.",The man is an adult.,Duplicate
13090,"A man sits and reads on a brick planter , while a woman sits at the base of a spiral staircase.",Two people are reading books.,Neutral
13091,Two women are sitting at a table together working on crafts.,Some women are sitting at a table together working on crafts.,Duplicate
13092,A young girl in a white top is giving two thumbs up.,The girl has no hands.,Conflict
13093,A girl is performing the long jump with arms in the air.,A boy throws a football.,Conflict
13094,An older woman holding a baby.,An older woman is reading a newspaper.,Conflict
13095,A group of people sit around computers at a radio station booth.,The people are listening to internet radio.,Neutral
13096,A man in a red shirt and jacket is looking to the side while surrounded by other men wearing helmets.,A man in a red shirt stands next to men wearing top hats.,Conflict
13097,A black dog finishes running down a blue and orange ramp.,The dog is white,Conflict
13098,"A lady in a red coat , holding a bluish hand bag likely of asian descent , jumping off the ground for a snapshot.",A woman poses for a photo out in the cold.,Neutral
13099,Two women in green and yellow costumes with white sleeves put up their hands and smile while walking along a brown stage with leaves in the background.,Two women in costumes smile while walking along a stage.,Duplicate
13100,A little boy and adult woman are playing `` store clerk '' with a toy cash register and basket of food.,a father ignores his son,Conflict
13101,The double sink is freshly polished chrome.,The double sink is polished,Duplicate
13102,A group of children playing in water.,The children are at a waterpark.,Neutral
13103,A man adjusting a paper lantern display.,The man is asleep at home.,Conflict
13104,Two elderly woman are talking at a gathering.,Several people are casually chatting.,Duplicate
13105,A boy in a brown jacket is standing on chains between two wooden posts.,The boy is sitting on the ground.,Conflict
13106,Group performs a dance together.,The people are dancing.,Duplicate
13107,The tennis player dressed in white swings the racket.,The tennis plater swings the racket.,Duplicate
13108,a man in a t-shirt and shorts is trying to sell some paper fans on a sidewalk.,A street vendor in a big city is selling oriental fans.,Neutral
13109,Two couples sitting at separate tables eating in a restaurant.,There are at least four people in the restaurant.,Duplicate
13110,A man is looking right into the camera and eating a sandwich.,A man is doing a photo shoot for a restaurant.,Neutral
13111,man in red shirt climbing rock cliff A rock climber in a red shirt climbs a rock cliff for a trophy..,man in red shirt climbing rock cliff A man is climbing.,Neutral
13112,Man in business attire jumping off the side of a building.,A human in motion.,Duplicate
13113,All the people on the boat is taking in the excellent view.,Some people are on a sailboat.,Neutral
13114,A blond woman wearing all red polishes an aluminum-colored aircraft.,the woman is flying the aircraft,Conflict
13115,"Two women , one wearing a patterned headscarf , converse while sitting behind baskets of flowers.",Two women are discuusing about flowers they have in baskets.,Neutral
13116,Teenage boy riding a bicycle through a grassy field.,A boy rides a skateboard on a sidewalk,Conflict
13117,People hanging out indoors as one walks toward the door.,A person approaches a door inside.,Duplicate
13118,Luggage carts all lined up and ready to be moved.,Luggage carts awaiting a move.,Duplicate
13119,A girl in a red top blocks a volleyball in the London Olympics.,A girl in a blue top blocks a volleyball in the London Olympics.,Conflict
13120,A man in a blue shirt giving his toddler a sip of his drink.,The man gave his kid a drink.,Duplicate
13121,A brown dog is standing on his back legs trying to reach something in the man 's hand.,The cat fetches the ball,Conflict
13122,The two man are getting something over the tree.,two women near a cherry tree,Conflict
13123,A woman wearing a long black sweater is standing near a pink bike on the sidewalk.,a policeman was there to avoid any vehicle to stand on the sidewalk,Conflict
13124,"Many people , including a man on a bicycle , are crossing a busy street.",People in the laundromat washing clothes.,Conflict
13125,"A scantily clad girl , in a helmet , walks away from the camera , down a busy sidewalk.",A girl is sitting and texting on her phone.,Conflict
13126,A woman wearing black glasses is sharing sweets with a toddler girl wearing a princess hat.,The toddler is eating the candy.,Neutral
13127,A woman with pink hair on a street corner holds two dogs that have been dyed pink.,woman takes dogs to park,Neutral
13128,A man performing a stunt on his surfboard.,A man on his surfboard.,Duplicate
13129,`` Cafe Express '' sign covered in graffiti.,A sign covered in graffiti.,Duplicate
13130,A mountain climber scales a steep rock face.,The mountain climber is swimming in a pool.,Conflict
13131,Little kid is taking a bit of something from a puppet.,A small kid is taking the insides out of a puppet.,Duplicate
13132,A band performs in a dimly lit setting.,The band is accompanying Elvis Presley at the halftime of the Super Bowl.,Conflict
13133,A man on a scaffold paints a wall with a paint roller.,A man is brightening up a room with a new coat of paint.,Duplicate
13134,A tree service employee is wearing safety equipment while up in a lift to trim some branches.,a man trims a tree,Neutral
13135,"A man , with a machete clinging to his side , climbs a tree.",A man drops his machete near the tree.,Conflict
13136,A group of people outside playing drums and walking down the street wearing black and blue clothes.,people are walking down the street playing percussion instruments.,Duplicate
13137,"A man in a blue uniform holding a mop , and looking down at the floor.",the man is mopping the floor,Duplicate
13138,Young man shaving in the bathroom with razor and shaving cream.,A teenager is getting ready for work.,Neutral
13139,A horse race with numerous people on the horses in a grassy scene.,Many people outdoors are walking horses.,Conflict
13140,A child in blue swimming trunks doing a backstroke.,A sad child in blue swimming trunks doing a backstroke.,Neutral
13141,"A blond man with a light beard , wearing a dark , short-sleeved shirt , bundles wheat.",A man is working in a field.,Duplicate
13142,A car gets ticketed for a parking violation.,The car is abandoned,Neutral
13143,a singer on stage covering his face with a piece of cloth.,The singer on stage is using the bathroom.,Conflict
13144,A young person wearing black shorts and a blue shirt is submerged with their head and part of their torso in the sand.,A young person wearing black shorts and a blue shirt submerged in the sand at a beach with little to nothing visable.,Duplicate
13145,"2 men , one holding an umbrella , walk past a window display with a suit displayed that has yellow stripes and a matching hat.",Two men are ordering food from a food truck.,Conflict
13146,People camp with the mountains in the background.,People are at a hotel.,Conflict
13147,A gentleman in a green jersey is entertaining a crowd of people.,A man entertains a crowd.,Duplicate
13148,A man getting a tattoo on his back.,Someone is drawing on his back.,Duplicate
13149,A man standing on a railroad track taking a picture of the water between two bridges.,A man is sleeping.,Conflict
13150,An artist shows off his work to a large crowd of people who appear to be listening intently to the artist 's description of his display.,A piece of art on display.,Duplicate
13151,A young man in a striped hoodie looks at an artistic Levi 's advertisement that says `` We are all workers.,'' An old man has a striped hoodie.,Conflict
13152,Two men in glasses dressed as native americans smiling.,a bird was on rocks,Duplicate
13153,The man with a blue pair of shorts is rowing.,The man is in a boat in the ocean.,Neutral
13154,A surfer with long blond-hair runs his hand through the water while catching a wave.,The surfer is a girl.,Neutral
13155,Two dogs are running around a dog track wearing muzzles.,Two dogs are snoozing on a mattress in the middle of a track.,Conflict
13156,A boy grinds a ledge on his skateboard.,A boy grinds a ledge on his skateboard and falls.,Neutral
13157,People riding motorbikes down the street.,People are riding motorcycles,Duplicate
13158,A girl in the background takes a picture as many people busily walk by.,The street is crowded,Neutral
13159,A little boy in a blue shirt and blue jeans is pushing the swing that a little boy in a red shirt and blue shorts is sitting in.,The two boys are playing together.,Duplicate
13160,Several people which appear to be friends stopping to take a picture.,Three men are taking a picture at a lake.,Neutral
13161,Man on a snowboard performing a trick high in the air.,woman on a snowboard,Conflict
13162,A dog on a girder with a riverbank in the background.,A dog is by the river.,Duplicate
13163,A snowboarder wearing a red coat sails over the snow doing a trick down a mountain.,A snowboarder wearing a blue coat climbs up a snowy mountain.,Conflict
13164,Oriental people on small boats in water.,A group of people are outside riding in boats.,Duplicate
13165,A shirtless man huge a woman outside.,The couple are going on a date.,Neutral
13166,A dog in the air above the swimming pool.,A dog is sleeping.,Conflict
13167,Two guys standing at a turntable listening to the music they are making.,Two sad guys standing at a turntable listening to the music they are making.,Neutral
13168,A lady with brown hair has a silver ring on her finger.,A lady has a silver ring on.,Duplicate
13169,The scene of an accident where a bus hit a biker.,The bikes airbags didnt deploy.,Conflict
13170,A man in a red and black shirt is playing guitar in front of a city.,A man plays the saxophone.,Conflict
13171,Two employees prepare food in a busy resaurant.,The employee 's shift ends in an hour.,Neutral
13172,A person wearing a white t-shirt and blue ball-cap sitting on a skateboard on a sidewalk in the mingling of shadows and sunlight.,A person in a white shirt is sitting on a skateboard waiting for more people to talk to.,Neutral
13173,A woman is taking a picture.,Someone is capturing a photo.,Duplicate
13174,A boy dressed like a Trojan soldier is having his picture taken by a woman wearing a blue shirt.,The boy is selling the pictures taken for $ 5 a piece,Neutral
13175,Girl making a weird face dancing in a parade.,"While she 's tap dancing in a parade , a girl takes a moment and makes a funny face.",Neutral
13176,A man is holding his shirt into a fountain in a park.,A man is in the park.,Duplicate
13177,"a young male swimmer , not wearing a swim cap , doing the backstroke in a lap pool.",The young man is swimming.,Duplicate
13178,"A group of indian people , one dressed in white and the other in red , are sitting on a rug , doing something with tea.","Two white , white shirted people are drinking coffee",Conflict
13179,A woman poses in front of two large elephant statues in a museum.,Woman posing in front of real elephants.,Conflict
13180,A cowgirl in a white shirt and black hat riding a brown horse ropes a calf.,the girl is at the rodeo,Neutral
13181,A man playing on his saxophone with white jeans on.,a man is playing the flute,Conflict
13182,A woman walking her dog at the lake.,The woman is drawing at home.,Conflict
13183,A person wearing a yellow apron looking toward other people.,Someone is looking at other people.,Duplicate
13184,A defender attempts a tackle in rugby.,The defender is wearing a black jersey.,Neutral
13185,Man taking a photograph of four ladies in a bar.,A man is passed out at a bar.,Conflict
13186,A woman and his son trying to using a loom to weave a garment for export in India.,A woman is teaching her sister how to use the loom.,Neutral
13187,A woman holding a young child.,A woman holds her son or daughter.,Neutral
13188,"Two men face each other in front of a small table , one of whom is wearing a hat while holding a chicken.",A man and woman break up over lunch.,Conflict
13189,A piece of heavy machinery sits in front of a hole.,The big machine is not in the garage.,Duplicate
13190,Man in black jacket holding newspaper.,He is reading the newspaper.,Neutral
13191,Three hockey players struggle with the puck in front of the goal.,Two players from the opposing team try to get the puck past the goalkeeper.,Neutral
13192,"An Asian man wearing thick white gloves , talking on a cellphone , and working on something.",An Asian man is talking on the phone while wearing gloves.,Duplicate
13193,A boy on a skateboard is riding on a stone wall.,The boy is skateboarding..,Duplicate
13194,Two people fishing beside a boat.,The boat is beside the people.,Duplicate
13195,Three young boys walking down sidewalk.,A herd of zebras are jumping over a river.,Conflict
13196,A girl tying her shoe in a large sports field.,A boy is playing baseball.,Conflict
13197,A cadet is being taught how to properly stretch his right leg.,A cadet is being taught how to stretch,Duplicate
13198,Two hikers stop to look at the landscape.,Two people running through the path.,Conflict
13199,A girl wears a fancy dress and a tiara.,The little boy is wearing a pirate costume.,Conflict
13200,A boy skateboarding on a pier during sunset.,A boy is skateboarding inside a house.,Conflict
